Mã SKU,Tên hàng hóa,Đơn vị tính,Giá bán,% Thuế suất,Tên nhóm hàng,Tồn ban đầu
SP000236,Nước giặt OMO Matic cửa trên túi 3.6kg (Lô 4),Túi,201249,10,Hóa mỹ phẩm & Tẩy rửa,352
SP000237,Nước xả vải Comfort đậm đặc túi 3.2L (Lô 4),Túi,217349,10,Hóa mỹ phẩm & Tẩy rửa,359
SP000238,Dầu gội Clear thảo dược mát lạnh 630g (Lô 4),Chai,189749,10,Hóa mỹ phẩm & Tẩy rửa,366
SP000239,Dầu gội Pantene suôn mượt 650ml (Lô 4),Chai,178250,10,Hóa mỹ phẩm & Tẩy rửa,373
SP000240,Sữa tắm Lifebuoy bảo vệ vượt trội 800g (Lô 4),Chai,171350,10,Hóa mỹ phẩm & Tẩy rửa,380
SP000241,Kem đánh răng Colgate Total 12 180g (Lô 4),Tuýp,48299,10,Hóa mỹ phẩm & Tẩy rửa,387
SP000242,Bàn chải đánh răng P/S than tre (Lô 4),Cái,20700,10,Hóa mỹ phẩm & Tẩy rửa,394
SP000243,Nước lau sàn Sunlight hoa lily túi 3.6kg (Lô 4),Túi,97749,10,Hóa mỹ phẩm & Tẩy rửa,401
SP000244,Xịt muỗi Raid hương cam chanh 600ml (Lô 4),Chai,78200,10,Hóa mỹ phẩm & Tẩy rửa,408
SP000245,Giấy vệ sinh cuộn cao cấp Pulppy lốc 10 cuộn (Lô 4),Lốc,105799,8,Đồ gia dụng & Tiện ích,415
SP000246,Khăn giấy lụa rút Paseo 200 tờ (Lô 4),Hộp,28749,8,Đồ gia dụng & Tiện ích,422
SP000247,Màng bọc thực phẩm PE Sunhouse 30cmx150m (Lô 4),Hộp,86250,8,Đồ gia dụng & Tiện ích,429
SP000248,Túi rác đen tự hủy sinh học Opec 3 cuộn (Lô 4),Gói,43700,8,Đồ gia dụng & Tiện ích,436
SP000249,Băng dính dán thùng trong suốt 5cm x 100y (Lô 4),Cuộn,18400,8,Đồ gia dụng & Tiện ích,443
SP000250,Pin tiểu AA Panasonic vỉ 4 viên (Lô 4),Vỉ,29899,8,Đồ gia dụng & Tiện ích,450
SP000251,Khẩu trang y tế 4 lớp kháng khuẩn hộp 50 cái (Lô 4),Hộp,40250,8,Đồ gia dụng & Tiện ích,457
SP000252,Nước rửa tay Lifebuoy hương chanh chai 450ml (Lô 4),Chai,59799,8,Đồ gia dụng & Tiện ích,464
SP000253,Coca Cola Sleek 320ml (Lô 5),Lon,13200,8,Đồ uống & Giải khát,471
SP000254,Pepsi Sleek 320ml (Lô 5),Lon,12600,8,Đồ uống & Giải khát,478
SP000255,Nước cam ép Twister 450ml (Lô 5),Chai,14400,8,Đồ uống & Giải khát,485
SP000256,Trà xanh Không Độ 455ml (Lô 5),Chai,12000,8,Đồ uống & Giải khát,492
SP000257,Trà Ô Long Tea+ Plus 455ml (Lô 5),Chai,14400,8,Đồ uống & Giải khát,499
SP000258,Nước tăng lực Red Bull 250ml (Lô 5),Lon,16800,8,Đồ uống & Giải khát,56
SP000259,Nước khoáng Lavie 500ml (Lô 5),Chai,7200,8,Đồ uống & Giải khát,63
SP000260,Nước tinh khiết Aquafina 500ml (Lô 5),Chai,7200,8,Đồ uống & Giải khát,70
SP000261,Cà phê sữa đá Highlands 235ml (Lô 5),Lon,19200,8,Đồ uống & Giải khát,77
SP000262,Bia Heineken Sleek 330ml (Lô 5),Lon,26400,10,Đồ uống & Giải khát,84
SP000263,Bia Tiger Crystal 330ml (Lô 5),Lon,23400,10,Đồ uống & Giải khát,91
SP000264,Bia Sài Gòn Special 330ml (Lô 5),Lon,19800,10,Đồ uống & Giải khát,98
SP000265,Sữa tươi tiệt trùng Vinamilk 180ml (Lô 5),Hộp,10200,0,Đồ uống & Giải khát,105
SP000266,Sữa chua uống Susu 110ml (Lô 5),Chai,7800,0,Đồ uống & Giải khát,112
SP000267,Nước ép bưởi hồng Vfresh 1L (Lô 5),Hộp,46800,8,Đồ uống & Giải khát,119
SP000268,Bánh ChocoPie Orion hộp 12 cái (Lô 5),Hộp,69600,8,Bánh kẹo & Ăn vặt,126
SP000269,Bánh Cosy mè giòn rụm Kinh Đô 288g (Lô 5),Gói,34800,8,Bánh kẹo & Ăn vặt,133
SP000270,Snack khoai tây Ostar vị tảo biển 90g (Lô 5),Gói,22800,8,Bánh kẹo & Ăn vặt,140
SP000271,Snack khoai tây Lay's tự nhiên 95g (Lô 5),Gói,25200,8,Bánh kẹo & Ăn vặt,147
SP000272,Bánh que Pocky socola Glico 40g (Lô 5),Hộp,16800,8,Bánh kẹo & Ăn vặt,154
SP000273,Kẹo dẻo Chupa Chups Sour Tubes 160g (Lô 5),Gói,28800,8,Bánh kẹo & Ăn vặt,161
SP000274,Bánh mì tươi nhân bơ sữa Kinh Đô 80g (Lô 5),Cái,10800,8,Bánh kẹo & Ăn vặt,168
SP000275,Bánh xốp Nabati phô mai 130g (Lô 5),Hộp,14400,8,Bánh kẹo & Ăn vặt,175
SP000276,Hạt điều rang muối vỏ lụa Bình Phước 500g (Lô 5),Hộp,162000,8,Bánh kẹo & Ăn vặt,182
SP000277,Hạt hướng dương Chacheer 130g (Lô 5),Gói,18000,8,Bánh kẹo & Ăn vặt,189
SP000278,Rong biển sấy vị truyền thống TaoKaeNoi 32g (Lô 5),Gói,31200,8,Bánh kẹo & Ăn vặt,196
SP000279,Nước mắm Nam Ngư Đệ Nhị chai 900ml (Lô 5),Chai,33600,8,Gia vị & Đồ nấu nướng,203
SP000280,Nước mắm Chinsu Cá Hồi chai 500ml (Lô 5),Chai,56400,8,Gia vị & Đồ nấu nướng,210
SP000281,Dầu ăn Simply đậu nành can 1L (Lô 5),Chai,70800,8,Gia vị & Đồ nấu nướng,217
SP000282,Dầu ăn Neptune Gold can 2L (Lô 5),Chai,162000,8,Gia vị & Đồ nấu nướng,224
SP000283,Hạt nêm Knorr thịt thăn xương ống 400g (Lô 5),Gói,44400,8,Gia vị & Đồ nấu nướng,231
SP000284,Bột ngọt Ajinomoto gói 454g (Lô 5),Gói,40800,8,Gia vị & Đồ nấu nướng,238
SP000285,Tương ớt Chinsu nắp bật 250g (Lô 5),Chai,18000,8,Gia vị & Đồ nấu nướng,245
SP000286,Tương cà Cholimex chai 330g (Lô 5),Chai,19200,8,Gia vị & Đồ nấu nướng,252
SP000287,Muối I-ốt Bạc Liêu túi 500g (Lô 5),Gói,7200,8,Gia vị & Đồ nấu nướng,259
SP000288,Đường tinh luyện Biên Hòa Daily 1kg (Lô 5),Gói,37200,8,Gia vị & Đồ nấu nướng,266
SP000289,Mì tôm Hảo Hảo tôm chua cay 75g (Lô 5),Gói,5400,8,Mì gói & Thực phẩm khô,273
SP000290,Mì Omachi sườn hầm ngũ quả 80g (Lô 5),Gói,10200,8,Mì gói & Thực phẩm khô,280
SP000291,Mì trộn Indomie Mi Goreng 85g (Lô 5),Gói,7800,8,Mì gói & Thực phẩm khô,287
SP000292,Phở gà Đệ Nhất Acecook 68g (Lô 5),Gói,9600,8,Mì gói & Thực phẩm khô,294
SP000293,Miến Phú Hương yến tiệc 210g (Lô 5),Gói,26400,8,Mì gói & Thực phẩm khô,301
SP000294,Cháo thịt bằm Cung Đình gói 50g (Lô 5),Gói,8400,8,Mì gói & Thực phẩm khô,308
SP000295,Cá nục sốt cà 3 Cô Gái lon 155g (Lô 5),Lon,22800,8,Mì gói & Thực phẩm khô,315
SP000296,Pate thịt heo Hạ Long lon 150g (Lô 5),Lon,32400,8,Mì gói & Thực phẩm khô,322
SP000297,Mì ly Modern lẩu thái tôm 65g (Lô 5),Ly,11400,8,Mì gói & Thực phẩm khô,329
SP000298,Nước rửa chén Sunlight chanh can 3.6kg (Lô 5),Can,130800,10,Hóa mỹ phẩm & Tẩy rửa,336
SP000299,Nước giặt OMO Matic cửa trên túi 3.6kg (Lô 5),Túi,210000,10,Hóa mỹ phẩm & Tẩy rửa,343
SP000300,Nước xả vải Comfort đậm đặc túi 3.2L (Lô 5),Túi,226800,10,Hóa mỹ phẩm & Tẩy rửa,350
SP000301,Dầu gội Clear thảo dược mát lạnh 630g (Lô 5),Chai,198000,10,Hóa mỹ phẩm & Tẩy rửa,357
SP000302,Dầu gội Pantene suôn mượt 650ml (Lô 5),Chai,186000,10,Hóa mỹ phẩm & Tẩy rửa,364
SP000303,Sữa tắm Lifebuoy bảo vệ vượt trội 800g (Lô 5),Chai,178800,10,Hóa mỹ phẩm & Tẩy rửa,371
SP000304,Kem đánh răng Colgate Total 12 180g (Lô 5),Tuýp,50400,10,Hóa mỹ phẩm & Tẩy rửa,378
SP000305,Bàn chải đánh răng P/S than tre (Lô 5),Cái,21600,10,Hóa mỹ phẩm & Tẩy rửa,385
SP000306,Nước lau sàn Sunlight hoa lily túi 3.6kg (Lô 5),Túi,102000,10,Hóa mỹ phẩm & Tẩy rửa,392
SP000307,Xịt muỗi Raid hương cam chanh 600ml (Lô 5),Chai,81600,10,Hóa mỹ phẩm & Tẩy rửa,399
SP000308,Giấy vệ sinh cuộn cao cấp Pulppy lốc 10 cuộn (Lô 5),Lốc,110400,8,Đồ gia dụng & Tiện ích,406
SP000309,Khăn giấy lụa rút Paseo 200 tờ (Lô 5),Hộp,30000,8,Đồ gia dụng & Tiện ích,413
SP000310,Màng bọc thực phẩm PE Sunhouse 30cmx150m (Lô 5),Hộp,90000,8,Đồ gia dụng & Tiện ích,420
SP000311,Túi rác đen tự hủy sinh học Opec 3 cuộn (Lô 5),Gói,45600,8,Đồ gia dụng & Tiện ích,427
SP000312,Băng dính dán thùng trong suốt 5cm x 100y (Lô 5),Cuộn,19200,8,Đồ gia dụng & Tiện ích,434
SP000313,Pin tiểu AA Panasonic vỉ 4 viên (Lô 5),Vỉ,31200,8,Đồ gia dụng & Tiện ích,441
SP000314,Khẩu trang y tế 4 lớp kháng khuẩn hộp 50 cái (Lô 5),Hộp,42000,8,Đồ gia dụng & Tiện ích,448
SP000315,Nước rửa tay Lifebuoy hương chanh chai 450ml (Lô 5),Chai,62400,8,Đồ gia dụng & Tiện ích,455
SP000316,Coca Cola Sleek 320ml (Lô 6),Lon,11000,8,Đồ uống & Giải khát,462
SP000317,Pepsi Sleek 320ml (Lô 6),Lon,10500,8,Đồ uống & Giải khát,469
SP000318,Nước cam ép Twister 450ml (Lô 6),Chai,12000,8,Đồ uống & Giải khát,476
SP000319,Trà xanh Không Độ 455ml (Lô 6),Chai,10000,8,Đồ uống & Giải khát,483
SP000320,Trà Ô Long Tea+ Plus 455ml (Lô 6),Chai,12000,8,Đồ uống & Giải khát,490
SP000321,Nước tăng lực Red Bull 250ml (Lô 6),Lon,14000,8,Đồ uống & Giải khát,497
SP000322,Nước khoáng Lavie 500ml (Lô 6),Chai,6000,8,Đồ uống & Giải khát,54
SP000323,Nước tinh khiết Aquafina 500ml (Lô 6),Chai,6000,8,Đồ uống & Giải khát,61
SP000324,Cà phê sữa đá Highlands 235ml (Lô 6),Lon,16000,8,Đồ uống & Giải khát,68
SP000325,Bia Heineken Sleek 330ml (Lô 6),Lon,22000,10,Đồ uống & Giải khát,75
SP000326,Bia Tiger Crystal 330ml (Lô 6),Lon,19500,10,Đồ uống & Giải khát,82
SP000327,Bia Sài Gòn Special 330ml (Lô 6),Lon,16500,10,Đồ uống & Giải khát,89
SP000328,Sữa tươi tiệt trùng Vinamilk 180ml (Lô 6),Hộp,8500,0,Đồ uống & Giải khát,96
SP000329,Sữa chua uống Susu 110ml (Lô 6),Chai,6500,0,Đồ uống & Giải khát,103
SP000330,Nước ép bưởi hồng Vfresh 1L (Lô 6),Hộp,39000,8,Đồ uống & Giải khát,110
SP000331,Bánh ChocoPie Orion hộp 12 cái (Lô 6),Hộp,58000,8,Bánh kẹo & Ăn vặt,117
SP000332,Bánh Cosy mè giòn rụm Kinh Đô 288g (Lô 6),Gói,29000,8,Bánh kẹo & Ăn vặt,124
SP000333,Snack khoai tây Ostar vị tảo biển 90g (Lô 6),Gói,19000,8,Bánh kẹo & Ăn vặt,131
SP000334,Snack khoai tây Lay's tự nhiên 95g (Lô 6),Gói,21000,8,Bánh kẹo & Ăn vặt,138
SP000335,Bánh que Pocky socola Glico 40g (Lô 6),Hộp,14000,8,Bánh kẹo & Ăn vặt,145
SP000336,Kẹo dẻo Chupa Chups Sour Tubes 160g (Lô 6),Gói,24000,8,Bánh kẹo & Ăn vặt,152
SP000337,Bánh mì tươi nhân bơ sữa Kinh Đô 80g (Lô 6),Cái,9000,8,Bánh kẹo & Ăn vặt,159
SP000338,Bánh xốp Nabati phô mai 130g (Lô 6),Hộp,12000,8,Bánh kẹo & Ăn vặt,166
SP000339,Hạt điều rang muối vỏ lụa Bình Phước 500g (Lô 6),Hộp,135000,8,Bánh kẹo & Ăn vặt,173
SP000340,Hạt hướng dương Chacheer 130g (Lô 6),Gói,15000,8,Bánh kẹo & Ăn vặt,180
SP000341,Rong biển sấy vị truyền thống TaoKaeNoi 32g (Lô 6),Gói,26000,8,Bánh kẹo & Ăn vặt,187
SP000342,Nước mắm Nam Ngư Đệ Nhị chai 900ml (Lô 6),Chai,28000,8,Gia vị & Đồ nấu nướng,194
SP000343,Nước mắm Chinsu Cá Hồi chai 500ml (Lô 6),Chai,47000,8,Gia vị & Đồ nấu nướng,201
SP000344,Dầu ăn Simply đậu nành can 1L (Lô 6),Chai,59000,8,Gia vị & Đồ nấu nướng,208
SP000345,Dầu ăn Neptune Gold can 2L (Lô 6),Chai,135000,8,Gia vị & Đồ nấu nướng,215
SP000346,Hạt nêm Knorr thịt thăn xương ống 400g (Lô 6),Gói,37000,8,Gia vị & Đồ nấu nướng,222
SP000347,Bột ngọt Ajinomoto gói 454g (Lô 6),Gói,34000,8,Gia vị & Đồ nấu nướng,229
SP000348,Tương ớt Chinsu nắp bật 250g (Lô 6),Chai,15000,8,Gia vị & Đồ nấu nướng,236
SP000349,Tương cà Cholimex chai 330g (Lô 6),Chai,16000,8,Gia vị & Đồ nấu nướng,243
SP000350,Muối I-ốt Bạc Liêu túi 500g (Lô 6),Gói,6000,8,Gia vị & Đồ nấu nướng,250
SP000351,Đường tinh luyện Biên Hòa Daily 1kg (Lô 6),Gói,31000,8,Gia vị & Đồ nấu nướng,257
SP000352,Mì tôm Hảo Hảo tôm chua cay 75g (Lô 6),Gói,4500,8,Mì gói & Thực phẩm khô,264
SP000353,Mì Omachi sườn hầm ngũ quả 80g (Lô 6),Gói,8500,8,Mì gói & Thực phẩm khô,271
SP000354,Mì trộn Indomie Mi Goreng 85g (Lô 6),Gói,6500,8,Mì gói & Thực phẩm khô,278
SP000355,Phở gà Đệ Nhất Acecook 68g (Lô 6),Gói,8000,8,Mì gói & Thực phẩm khô,285
SP000356,Miến Phú Hương yến tiệc 210g (Lô 6),Gói,22000,8,Mì gói & Thực phẩm khô,292
SP000357,Cháo thịt bằm Cung Đình gói 50g (Lô 6),Gói,7000,8,Mì gói & Thực phẩm khô,299
SP000358,Cá nục sốt cà 3 Cô Gái lon 155g (Lô 6),Lon,19000,8,Mì gói & Thực phẩm khô,306
SP000359,Pate thịt heo Hạ Long lon 150g (Lô 6),Lon,27000,8,Mì gói & Thực phẩm khô,313
SP000360,Mì ly Modern lẩu thái tôm 65g (Lô 6),Ly,9500,8,Mì gói & Thực phẩm khô,320
SP000361,Nước rửa chén Sunlight chanh can 3.6kg (Lô 6),Can,109000,10,Hóa mỹ phẩm & Tẩy rửa,327
SP000362,Nước giặt OMO Matic cửa trên túi 3.6kg (Lô 6),Túi,175000,10,Hóa mỹ phẩm & Tẩy rửa,334
SP000363,Nước xả vải Comfort đậm đặc túi 3.2L (Lô 6),Túi,189000,10,Hóa mỹ phẩm & Tẩy rửa,341
SP000364,Dầu gội Clear thảo dược mát lạnh 630g (Lô 6),Chai,165000,10,Hóa mỹ phẩm & Tẩy rửa,348
SP000365,Dầu gội Pantene suôn mượt 650ml (Lô 6),Chai,155000,10,Hóa mỹ phẩm & Tẩy rửa,355
SP000366,Sữa tắm Lifebuoy bảo vệ vượt trội 800g (Lô 6),Chai,149000,10,Hóa mỹ phẩm & Tẩy rửa,362
SP000367,Kem đánh răng Colgate Total 12 180g (Lô 6),Tuýp,42000,10,Hóa mỹ phẩm & Tẩy rửa,369
SP000368,Bàn chải đánh răng P/S than tre (Lô 6),Cái,18000,10,Hóa mỹ phẩm & Tẩy rửa,376
SP000369,Nước lau sàn Sunlight hoa lily túi 3.6kg (Lô 6),Túi,85000,10,Hóa mỹ phẩm & Tẩy rửa,383
SP000370,Xịt muỗi Raid hương cam chanh 600ml (Lô 6),Chai,68000,10,Hóa mỹ phẩm & Tẩy rửa,390
SP000371,Giấy vệ sinh cuộn cao cấp Pulppy lốc 10 cuộn (Lô 6),Lốc,92000,8,Đồ gia dụng & Tiện ích,397
SP000372,Khăn giấy lụa rút Paseo 200 tờ (Lô 6),Hộp,25000,8,Đồ gia dụng & Tiện ích,404
SP000373,Màng bọc thực phẩm PE Sunhouse 30cmx150m (Lô 6),Hộp,75000,8,Đồ gia dụng & Tiện ích,411
SP000374,Túi rác đen tự hủy sinh học Opec 3 cuộn (Lô 6),Gói,38000,8,Đồ gia dụng & Tiện ích,418
SP000375,Băng dính dán thùng trong suốt 5cm x 100y (Lô 6),Cuộn,16000,8,Đồ gia dụng & Tiện ích,425
SP000376,Pin tiểu AA Panasonic vỉ 4 viên (Lô 6),Vỉ,26000,8,Đồ gia dụng & Tiện ích,432
SP000377,Khẩu trang y tế 4 lớp kháng khuẩn hộp 50 cái (Lô 6),Hộp,35000,8,Đồ gia dụng & Tiện ích,439
SP000378,Nước rửa tay Lifebuoy hương chanh chai 450ml (Lô 6),Chai,52000,8,Đồ gia dụng & Tiện ích,446
SP000379,Coca Cola Sleek 320ml (Lô 7),Lon,11550,8,Đồ uống & Giải khát,453
SP000380,Pepsi Sleek 320ml (Lô 7),Lon,11025,8,Đồ uống & Giải khát,460
SP000381,Nước cam ép Twister 450ml (Lô 7),Chai,12600,8,Đồ uống & Giải khát,467
SP000382,Trà xanh Không Độ 455ml (Lô 7),Chai,10500,8,Đồ uống & Giải khát,474
SP000383,Trà Ô Long Tea+ Plus 455ml (Lô 7),Chai,12600,8,Đồ uống & Giải khát,481
SP000384,Nước tăng lực Red Bull 250ml (Lô 7),Lon,14700,8,Đồ uống & Giải khát,488
SP000385,Nước khoáng Lavie 500ml (Lô 7),Chai,6300,8,Đồ uống & Giải khát,495
SP000386,Nước tinh khiết Aquafina 500ml (Lô 7),Chai,6300,8,Đồ uống & Giải khát,52
SP000387,Cà phê sữa đá Highlands 235ml (Lô 7),Lon,16800,8,Đồ uống & Giải khát,59
SP000388,Bia Heineken Sleek 330ml (Lô 7),Lon,23100,10,Đồ uống & Giải khát,66
SP000389,Bia Tiger Crystal 330ml (Lô 7),Lon,20475,10,Đồ uống & Giải khát,73
SP000390,Bia Sài Gòn Special 330ml (Lô 7),Lon,17325,10,Đồ uống & Giải khát,80
SP000391,Sữa tươi tiệt trùng Vinamilk 180ml (Lô 7),Hộp,8925,0,Đồ uống & Giải khát,87
SP000392,Sữa chua uống Susu 110ml (Lô 7),Chai,6825,0,Đồ uống & Giải khát,94
SP000393,Nước ép bưởi hồng Vfresh 1L (Lô 7),Hộp,40950,8,Đồ uống & Giải khát,101
SP000394,Bánh ChocoPie Orion hộp 12 cái (Lô 7),Hộp,60900,8,Bánh kẹo & Ăn vặt,108
SP000395,Bánh Cosy mè giòn rụm Kinh Đô 288g (Lô 7),Gói,30450,8,Bánh kẹo & Ăn vặt,115
SP000396,Snack khoai tây Ostar vị tảo biển 90g (Lô 7),Gói,19950,8,Bánh kẹo & Ăn vặt,122
SP000397,Snack khoai tây Lay's tự nhiên 95g (Lô 7),Gói,22050,8,Bánh kẹo & Ăn vặt,129
SP000398,Bánh que Pocky socola Glico 40g (Lô 7),Hộp,14700,8,Bánh kẹo & Ăn vặt,136
SP000399,Kẹo dẻo Chupa Chups Sour Tubes 160g (Lô 7),Gói,25200,8,Bánh kẹo & Ăn vặt,143
SP000400,Bánh mì tươi nhân bơ sữa Kinh Đô 80g (Lô 7),Cái,9450,8,Bánh kẹo & Ăn vặt,150
SP000401,Bánh xốp Nabati phô mai 130g (Lô 7),Hộp,12600,8,Bánh kẹo & Ăn vặt,157
SP000402,Hạt điều rang muối vỏ lụa Bình Phước 500g (Lô 7),Hộp,141750,8,Bánh kẹo & Ăn vặt,164
SP000403,Hạt hướng dương Chacheer 130g (Lô 7),Gói,15750,8,Bánh kẹo & Ăn vặt,171
SP000404,Rong biển sấy vị truyền thống TaoKaeNoi 32g (Lô 7),Gói,27300,8,Bánh kẹo & Ăn vặt,178
SP000405,Nước mắm Nam Ngư Đệ Nhị chai 900ml (Lô 7),Chai,29400,8,Gia vị & Đồ nấu nướng,185
SP000406,Nước mắm Chinsu Cá Hồi chai 500ml (Lô 7),Chai,49350,8,Gia vị & Đồ nấu nướng,192
SP000407,Dầu ăn Simply đậu nành can 1L (Lô 7),Chai,61950,8,Gia vị & Đồ nấu nướng,199
SP000408,Dầu ăn Neptune Gold can 2L (Lô 7),Chai,141750,8,Gia vị & Đồ nấu nướng,206
SP000409,Hạt nêm Knorr thịt thăn xương ống 400g (Lô 7),Gói,38850,8,Gia vị & Đồ nấu nướng,213
SP000410,Bột ngọt Ajinomoto gói 454g (Lô 7),Gói,35700,8,Gia vị & Đồ nấu nướng,220
SP000411,Tương ớt Chinsu nắp bật 250g (Lô 7),Chai,15750,8,Gia vị & Đồ nấu nướng,227
SP000412,Tương cà Cholimex chai 330g (Lô 7),Chai,16800,8,Gia vị & Đồ nấu nướng,234
SP000413,Muối I-ốt Bạc Liêu túi 500g (Lô 7),Gói,6300,8,Gia vị & Đồ nấu nướng,241
SP000414,Đường tinh luyện Biên Hòa Daily 1kg (Lô 7),Gói,32550,8,Gia vị & Đồ nấu nướng,248
SP000415,Mì tôm Hảo Hảo tôm chua cay 75g (Lô 7),Gói,4725,8,Mì gói & Thực phẩm khô,255
SP000416,Mì Omachi sườn hầm ngũ quả 80g (Lô 7),Gói,8925,8,Mì gói & Thực phẩm khô,262
SP000417,Mì trộn Indomie Mi Goreng 85g (Lô 7),Gói,6825,8,Mì gói & Thực phẩm khô,269
SP000418,Phở gà Đệ Nhất Acecook 68g (Lô 7),Gói,8400,8,Mì gói & Thực phẩm khô,276
SP000419,Miến Phú Hương yến tiệc 210g (Lô 7),Gói,23100,8,Mì gói & Thực phẩm khô,283
SP000420,Cháo thịt bằm Cung Đình gói 50g (Lô 7),Gói,7350,8,Mì gói & Thực phẩm khô,290
SP000421,Cá nục sốt cà 3 Cô Gái lon 155g (Lô 7),Lon,19950,8,Mì gói & Thực phẩm khô,297
SP000422,Pate thịt heo Hạ Long lon 150g (Lô 7),Lon,28350,8,Mì gói & Thực phẩm khô,304
SP000423,Mì ly Modern lẩu thái tôm 65g (Lô 7),Ly,9975,8,Mì gói & Thực phẩm khô,311
SP000424,Nước rửa chén Sunlight chanh can 3.6kg (Lô 7),Can,114450,10,Hóa mỹ phẩm & Tẩy rửa,318
SP000425,Nước giặt OMO Matic cửa trên túi 3.6kg (Lô 7),Túi,183750,10,Hóa mỹ phẩm & Tẩy rửa,325
SP000426,Nước xả vải Comfort đậm đặc túi 3.2L (Lô 7),Túi,198450,10,Hóa mỹ phẩm & Tẩy rửa,332
SP000427,Dầu gội Clear thảo dược mát lạnh 630g (Lô 7),Chai,173250,10,Hóa mỹ phẩm & Tẩy rửa,339
SP000428,Dầu gội Pantene suôn mượt 650ml (Lô 7),Chai,162750,10,Hóa mỹ phẩm & Tẩy rửa,346
SP000429,Sữa tắm Lifebuoy bảo vệ vượt trội 800g (Lô 7),Chai,156450,10,Hóa mỹ phẩm & Tẩy rửa,353
SP000430,Kem đánh răng Colgate Total 12 180g (Lô 7),Tuýp,44100,10,Hóa mỹ phẩm & Tẩy rửa,360
SP000431,Bàn chải đánh răng P/S than tre (Lô 7),Cái,18900,10,Hóa mỹ phẩm & Tẩy rửa,367
SP000432,Nước lau sàn Sunlight hoa lily túi 3.6kg (Lô 7),Túi,89250,10,Hóa mỹ phẩm & Tẩy rửa,374
SP000433,Xịt muỗi Raid hương cam chanh 600ml (Lô 7),Chai,71400,10,Hóa mỹ phẩm & Tẩy rửa,381
SP000434,Giấy vệ sinh cuộn cao cấp Pulppy lốc 10 cuộn (Lô 7),Lốc,96600,8,Đồ gia dụng & Tiện ích,388
SP000435,Khăn giấy lụa rút Paseo 200 tờ (Lô 7),Hộp,26250,8,Đồ gia dụng & Tiện ích,395
SP000436,Màng bọc thực phẩm PE Sunhouse 30cmx150m (Lô 7),Hộp,78750,8,Đồ gia dụng & Tiện ích,402
SP000437,Túi rác đen tự hủy sinh học Opec 3 cuộn (Lô 7),Gói,39900,8,Đồ gia dụng & Tiện ích,409
SP000438,Băng dính dán thùng trong suốt 5cm x 100y (Lô 7),Cuộn,16800,8,Đồ gia dụng & Tiện ích,416
SP000439,Pin tiểu AA Panasonic vỉ 4 viên (Lô 7),Vỉ,27300,8,Đồ gia dụng & Tiện ích,423
SP000440,Khẩu trang y tế 4 lớp kháng khuẩn hộp 50 cái (Lô 7),Hộp,36750,8,Đồ gia dụng & Tiện ích,430
SP000441,Nước rửa tay Lifebuoy hương chanh chai 450ml (Lô 7),Chai,54600,8,Đồ gia dụng & Tiện ích,437
SP000442,Coca Cola Sleek 320ml (Lô 8),Lon,12100,8,Đồ uống & Giải khát,444
SP000443,Pepsi Sleek 320ml (Lô 8),Lon,11550,8,Đồ uống & Giải khát,451
SP000444,Nước cam ép Twister 450ml (Lô 8),Chai,13200,8,Đồ uống & Giải khát,458
SP000445,Trà xanh Không Độ 455ml (Lô 8),Chai,11000,8,Đồ uống & Giải khát,465
